#             ID,KIC,Period,T0-2454900,Duration,Depth,DISP,KepMag,P1/P2,dT0/P,Pmatch(σ),Tmatch(σ),Dmatch(σ),"Sep("")",Chan0,Mod0,Out0,Row0,Col0,Chan1,Mod1,Out1,Row1,Col1,Chan2,Mod2,Out2,Row2,Col2,Chan3,Mod3,Out3,Row3,Col3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.01,5478055,15.852281,107.2297,3.9194,0.000975,KOI,14.508,1,2,3.77,2.587,1,12.6,11,4,3,461,625,15,6,3,467,625,75,22,3,464,630,71,20,3,463,630
3738.01,5478083,15.854867,75.371813,1.5,0.279312,KOI,17.518,1,-2,3.77,2.599,1,12.6,11,4,3,459,624,15,6,3,464,623,75,22,3,461,629,71,20,3,460,629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738.01,5478083,15.854867,75.371813,1.5,0.279312,KOI,17.518,1,-2,3.77,2.599,1,12.6,11,4,3,459,624,15,6,3,464,623,75,22,3,461,629,71,20,3,460,629
411.01,5478055,15.852281,107.2297,3.9194,0.000975,KOI,14.508,1,2,3.77,2.587,1,12.6,11,4,3,461,625,15,6,3,467,625,75,22,3,464,630,71,20,3,463,630
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291.01,6233483,15.873351,68.62748,7.54,0.005179,KOI,13.91,1,-3,4.687,4.123,1,7.7,10,4,2,1012,237,14,6,2,1007,235,74,22,2,1007,241,70,20,2,1011,241
006233466-sec,6233466,15.873307,116.248126,7.6573,0.0681,KEB,14.679,1,3,4.687,4.077,1,7.7,10,4,2,1011,238,14,6,2,1005,237,74,22,2,1006,242,70,20,2,1009,243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558.01,9965206,16.227589,69.626205,3,0.239292,KOI,15.901,1,0,4.592,3.88,1,12.5,49,15,1,529,816,5,3,1,530,820,33,11,1,527,819,77,23,1,526,816
2428.01,9965184,16.22766,69.6279,3.8762,0.000633,KOI,15.388,1,0,4.592,3.88,1,12.5,49,15,1,526,816,5,3,1,527,820,33,11,1,524,820,77,23,1,523,816
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428.01,9965184,16.22766,69.6279,3.8762,0.000633,KOI,15.388,1,0,4.592,3.88,1,12.5,49,15,1,526,816,5,3,1,527,820,33,11,1,524,820,77,23,1,523,816
3558.01,9965206,16.227589,69.626205,3,0.239292,KOI,15.901,1,0,4.592,3.88,1,12.5,49,15,1,529,816,5,3,1,530,820,33,11,1,527,819,77,23,1,526,816
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428.01,9965184,16.22766,69.6279,3.8762,0.000633,KOI,15.388,1,-14,4.501,3.44,1,12.5,49,15,1,526,816,5,3,1,527,820,33,11,1,524,820,77,23,1,523,816
009965206-pri,9965206,16.22755,296.824579,3.8167,0.1842,KEB,15.901,1,14,4.501,3.399,1,12.5,49,15,1,529,816,5,3,1,530,820,33,11,1,527,819,77,23,1,526,816
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652.01,8256044,16.371881,73.0193,3.449,0.074741,KOI,15.879,1,-2,4.734,3.846,1,7.9,29,10,1,246,830,1,2,1,247,835,53,16,1,241,835,81,24,1,241,831
909.01,8256049,16.371917,105.7611,2.9247,0.008288,KOI,15.654,1,2,4.734,3.838,1,7.9,29,10,1,248,829,1,2,1,249,834,53,16,1,242,834,81,24,1,242,830
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909.01,8256049,16.371917,105.7611,2.9247,0.008288,KOI,15.654,1,2,4.734,3.838,1,7.9,29,10,1,248,829,1,2,1,249,834,53,16,1,242,834,81,24,1,242,830
3652.01,8256044,16.371881,73.0193,3.449,0.074741,KOI,15.879,1,-2,4.734,3.846,1,7.9,29,10,1,246,830,1,2,1,247,835,53,16,1,241,835,81,24,1,241,831
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752.01,8127586,16.60951,80.6059,3.4761,0.000343,KOI,14.926,1,0,4.494,3.534,1,19.7,32,10,4,990,115,4,2,4,992,121,56,16,4,996,120,84,24,4,998,117
1919.01,8127607,16.609626,80.6127,2.9336,0.000772,KOI,14.659,1,0,4.494,3.534,1,19.7,32,10,4,987,112,4,2,4,988,118,56,16,4,992,117,84,24,4,994,114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752.01,8127586,16.60951,80.6059,3.4761,0.000343,KOI,14.926,1,-5,4.373,3.383,1,19.7,32,10,4,990,115,4,2,4,992,121,56,16,4,996,120,84,24,4,998,117
008127607-pri,8127607,16.609306,163.641529,3.5079,0.0007,KEB,14.659,1,5,4.373,3.407,1,19.7,32,10,4,987,112,4,2,4,988,118,56,16,4,992,117,84,24,4,994,114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919.01,8127607,16.609626,80.6127,2.9336,0.000772,KOI,14.659,1,0,4.494,3.534,1,19.7,32,10,4,987,112,4,2,4,988,118,56,16,4,992,117,84,24,4,994,114
1752.01,8127586,16.60951,80.6059,3.4761,0.000343,KOI,14.926,1,0,4.494,3.534,1,19.7,32,10,4,990,115,4,2,4,992,121,56,16,4,996,120,84,24,4,998,117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460.01,7751571,17.042191,296.9733,6.6651,0.005331,KOI,15.57,1,13,4.766,4.451,1,6.1,43,13,3,885,58,44,13,4,31,915,41,13,1,881,60,42,13,2,27,912
007751562-pri,7751562,17.042159,75.424963,7.6485,0.0541,KEB,15.252,1,-13,4.766,4.317,1,6.1,43,13,3,885,59,44,13,4,32,914,41,13,1,881,62,42,13,2,28,912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574.01,6522745,17.44656,68.724,6.52,0.000426,KOI,15.954,1,0,3.991,3.014,1,72.2,21,8,1,874,582,37,12,1,869,582,61,18,1,870,578,45,14,1,876,578
4882.01,6522824,17.44771,68.679,3.35,0.000382,KOI,15.807,1,0,3.991,3.014,1,72.2,21,8,1,889,592,37,12,1,885,592,61,18,1,885,587,45,14,1,892,588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574.01,6522745,17.44656,68.724,6.52,0.000426,KOI,15.954,1,0,4.043,3.232,1,43.5,21,8,1,874,582,37,12,1,869,582,61,18,1,870,578,45,14,1,876,578
006522750-pri,6522750,17.445641,68.745463,5.4012,0.2998,KEB,11.23,1,0,4.043,3.232,1,43.5,21,8,1,883,577,37,12,1,879,577,61,18,1,880,572,45,14,1,886,572
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882.01,6522824,17.44771,68.679,3.35,0.000382,KOI,15.807,1,0,3.849,2.894,1,64.5,21,8,1,889,592,37,12,1,885,592,61,18,1,885,587,45,14,1,892,588
006522750-pri,6522750,17.445641,68.745463,5.4012,0.2998,KEB,11.23,1,0,3.849,2.894,1,64.5,21,8,1,883,577,37,12,1,879,577,61,18,1,880,572,45,14,1,886,572
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882.01,6522824,17.44771,68.679,3.35,0.000382,KOI,15.807,1,0,3.991,3.014,1,72.2,21,8,1,889,592,37,12,1,885,592,61,18,1,885,587,45,14,1,892,588
4574.01,6522745,17.44656,68.724,6.52,0.000426,KOI,15.954,1,0,3.991,3.014,1,72.2,21,8,1,874,582,37,12,1,869,582,61,18,1,870,578,45,14,1,876,578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594.01,4079530,17.72711,77.064035,3,0.161917,KOI,15.556,1,-12,4.477,3.589,1,6.2,7,3,3,28,75,35,11,3,33,74,79,23,3,33,78,51,15,3,30,78
1322.01,4079535,17.727244,289.79524,3.8542,0.020006,KOI,15.073,1,12,4.477,3.671,1,6.2,7,3,3,29,74,35,11,3,34,73,79,23,3,34,77,51,15,3,31,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322.01,4079535,17.727244,289.79524,3.8542,0.020006,KOI,15.073,1,11,4.462,3.202,1,6.2,7,3,3,29,74,35,11,3,34,73,79,23,3,34,77,51,15,3,31,77
004079530-pri,4079530,17.7271,94.771374,3.8716,0.1302,KEB,15.556,1,-11,4.462,3.184,1,6.2,7,3,3,28,75,35,11,3,33,74,79,23,3,33,78,51,15,3,30,78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322.01,4079535,17.727244,289.79524,3.8542,0.020006,KOI,15.073,1,12,4.477,3.671,1,6.2,7,3,3,29,74,35,11,3,34,73,79,23,3,34,77,51,15,3,31,77
3594.01,4079530,17.72711,77.064035,3,0.161917,KOI,15.556,1,-12,4.477,3.589,1,6.2,7,3,3,28,75,35,11,3,33,74,79,23,3,33,78,51,15,3,30,78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928.01,3230753,17.73347,76.9329,5.3197,0.000243,KOI,14.625,1,1,4.153,3.384,1,23.4,1,2,1,429,409,53,16,1,423,409,81,24,1,423,404,29,10,1,428,404
003230787-pri,3230787,17.734052,59.186771,6.0012,0.1703,KEB,12.553,1,-1,4.153,3.397,1,23.4,1,2,1,430,415,53,16,1,424,415,81,24,1,424,410,29,10,1,429,410
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482.01,7812167,17.794009,298.3457,3.0548,0.001177,KOI,15.378,1,11,4.238,3.312,1,14.5,37,12,1,399,869,61,18,1,400,865,45,14,1,406,864,21,8,1,404,869
515.01,7812179,17.79441,102.59511,2.9859,0.001705,KOI,14.427,1,-11,4.238,3.398,1,14.5,37,12,1,400,872,61,18,1,401,868,45,14,1,407,867,21,8,1,404,873
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482.01,7812167,17.794009,298.3457,3.0548,0.001177,KOI,15.378,1,11,4.577,4.013,1,9.4,37,12,1,399,869,61,18,1,400,865,45,14,1,406,864,21,8,1,404,869
007812175-pri,7812175,17.793925,102.612666,3.7154,0.04,KEB,16.328,1,-11,4.577,4.467,1,9.4,37,12,1,399,871,61,18,1,400,867,45,14,1,406,866,21,8,1,404,871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482.01,7812167,17.794009,298.3457,3.0548,0.001177,KOI,15.378,1,13,3.919,2.831,1,9.4,37,12,1,399,869,61,18,1,400,865,45,14,1,406,864,21,8,1,404,869
3665.01,7812175,17.795589,66.9411,3.932,0.126283,KOI,16.328,1,-13,3.919,2.922,1,9.4,37,12,1,399,871,61,18,1,400,867,45,14,1,406,866,21,8,1,404,871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515.01,7812179,17.79441,102.59511,2.9859,0.001705,KOI,14.427,1,0,4.195,3.294,1,5.1,37,12,1,400,872,61,18,1,401,868,45,14,1,407,867,21,8,1,404,873
007812175-pri,7812175,17.793925,102.612666,3.7154,0.04,KEB,16.328,1,0,4.195,3.294,1,5.1,37,12,1,399,871,61,18,1,400,867,45,14,1,406,866,21,8,1,404,871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515.01,7812179,17.79441,102.59511,2.9859,0.001705,KOI,14.427,1,-11,4.238,3.398,1,14.5,37,12,1,400,872,61,18,1,401,868,45,14,1,407,867,21,8,1,404,873
1482.01,7812167,17.794009,298.3457,3.0548,0.001177,KOI,15.378,1,11,4.238,3.312,1,14.5,37,12,1,399,869,61,18,1,400,865,45,14,1,406,864,21,8,1,404,869
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515.01,7812179,17.79441,102.59511,2.9859,0.001705,KOI,14.427,1,2,3.989,2.906,1,5.1,37,12,1,400,872,61,18,1,401,868,45,14,1,407,867,21,8,1,404,873
3665.01,7812175,17.795589,66.9411,3.932,0.126283,KOI,16.328,1,-2,3.989,2.917,1,5.1,37,12,1,399,871,61,18,1,400,867,45,14,1,406,866,21,8,1,404,871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665.01,7812175,17.795589,66.9411,3.932,0.126283,KOI,16.328,1,-13,3.919,2.922,1,9.4,37,12,1,399,871,61,18,1,400,867,45,14,1,406,866,21,8,1,404,871
1482.01,7812167,17.794009,298.3457,3.0548,0.001177,KOI,15.378,1,13,3.919,2.831,1,9.4,37,12,1,399,869,61,18,1,400,865,45,14,1,406,864,21,8,1,404,869
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665.01,7812175,17.795589,66.9411,3.932,0.126283,KOI,16.328,1,-2,3.989,2.917,1,5.1,37,12,1,399,871,61,18,1,400,867,45,14,1,406,866,21,8,1,404,871
515.01,7812179,17.79441,102.59511,2.9859,0.001705,KOI,14.427,1,2,3.989,2.906,1,5.1,37,12,1,400,872,61,18,1,401,868,45,14,1,407,867,21,8,1,404,873
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.01,12316431,17.907674,108.5577,4.2082,0.001041,KOI,14.162,1,0,4.818,3.069,1,14.4,71,20,3,384,356,11,4,3,382,351,15,6,3,388,350,75,22,3,385,356
012316447-pri,12316447,17.9077,108.519184,5.5872,0.2334,KEB,16.107,1,0,4.818,3.069,1,14.4,71,20,3,380,356,11,4,3,379,351,15,6,3,384,351,75,22,3,381,357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.01,12316431,17.907674,108.5577,4.2082,0.001041,KOI,14.162,1,2,5.432,4.346,1,14.4,71,20,3,384,356,11,4,3,382,351,15,6,3,388,350,75,22,3,385,356
3575.01,12316447,17.907675,72.7426,5.833,0.320378,KOI,16.107,1,-2,5.432,4.344,1,14.4,71,20,3,380,356,11,4,3,379,351,15,6,3,384,351,75,22,3,381,357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575.01,12316447,17.907675,72.7426,5.833,0.320378,KOI,16.107,1,-2,5.432,4.344,1,14.4,71,20,3,380,356,11,4,3,379,351,15,6,3,384,351,75,22,3,381,357
485.01,12316431,17.907674,108.5577,4.2082,0.001041,KOI,14.162,1,2,5.432,4.346,1,14.4,71,20,3,384,356,11,4,3,382,351,15,6,3,388,350,75,22,3,385,356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299.01,7177555,17.996466,67.9092,4.72,0.031578,KOI,14.845,1,0,5.433,4.078,1,8.8,54,16,2,918,148,82,24,2,918,152,30,10,2,922,152,2,2,2,924,147
007177553-sec,7177553,17.996467,67.910018,4.1032,0.0486,KEB,11.511,1,0,5.433,4.078,1,8.8,54,16,2,919,146,82,24,2,920,151,30,10,2,924,151,2,2,2,925,146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598.01,2437149,18.798735,71.029312,3.5,0.552922,KOI,17.628,1,0,4.198,3.242,1,19.7,1,2,1,845,102,53,16,1,838,101,81,24,1,838,97,29,10,1,844,97
3461.01,2437112,18.79924,71.007,4,0.000639,KOI,16.153,1,0,4.198,3.242,1,19.7,1,2,1,840,103,53,16,1,834,103,81,24,1,834,98,29,10,1,839,98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461.01,2437112,18.79924,71.007,4,0.000639,KOI,16.153,1,0,4.198,3.242,1,19.7,1,2,1,840,103,53,16,1,834,103,81,24,1,834,98,29,10,1,839,98
3598.01,2437149,18.798735,71.029312,3.5,0.552922,KOI,17.628,1,0,4.198,3.242,1,19.7,1,2,1,845,102,53,16,1,838,101,81,24,1,838,97,29,10,1,844,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461.01,2437112,18.79924,71.007,4,0.000639,KOI,16.153,1,-2,4.199,3.33,1,19.7,1,2,1,840,103,53,16,1,834,103,81,24,1,834,98,29,10,1,839,98
002437149-pri,2437149,18.798735,108.621824,71.375,0.0284,KEB,17.628,1,2,4.199,3.313,1,19.7,1,2,1,845,102,53,16,1,838,101,81,24,1,838,97,29,10,1,844,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747.02,9777087,19.2302,65.59,4.84,0.003377,KOI,17.065,1,0,4.454,3.49,1,22.8,47,14,3,624,769,23,8,3,624,764,39,12,3,627,765,63,18,3,629,768
009777062-pri,9777062,19.230038,65.580711,5.4921,0.2588,KEB,12.241,1,0,4.454,3.49,1,22.8,47,14,3,629,766,23,8,3,629,762,39,12,3,632,762,63,18,3,634,765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.01,10518725,19.51477,65.6047,3.6858,0.000191,KOI,13.124,1,-3,4.382,3.729,1,14.6,73,22,1,783,261,69,20,1,788,260,9,4,1,788,265,13,6,1,783,266
010518735-sec,10518735,19.515,124.145256,4.3557,0.1412,KEB,16.739,1,3,4.382,3.686,1,14.6,73,22,1,779,260,69,20,1,784,259,9,4,1,784,264,13,6,1,780,265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041.01,5982368,19.56309,302.1121,5.6756,0.005762,KOI,14.035,1,12,5.154,4.034,1,11,9,4,1,752,956,13,6,1,747,957,73,22,1,747,952,69,20,1,751,951
005982353-pri,5982353,19.563095,67.353946,6.5732,0.0133,KEB,11.115,1,-12,5.154,4.047,1,11,9,4,1,749,955,13,6,1,744,956,73,22,1,744,951,69,20,1,748,950
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041.01,5982368,19.56309,302.1121,5.6756,0.005762,KOI,14.035,1,12,5.2,4.044,1,11,9,4,1,752,956,13,6,1,747,957,73,22,1,747,952,69,20,1,751,951
1036.01,5982353,19.563094,67.35399,6.0399,0.012697,KOI,11.115,1,-12,5.2,4.054,1,11,9,4,1,749,955,13,6,1,744,956,73,22,1,744,951,69,20,1,748,950
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036.01,5982353,19.563094,67.35399,6.0399,0.012697,KOI,11.115,1,-12,5.2,4.054,1,11,9,4,1,749,955,13,6,1,744,956,73,22,1,744,951,69,20,1,748,950
1041.01,5982368,19.56309,302.1121,5.6756,0.005762,KOI,14.035,1,12,5.2,4.044,1,11,9,4,1,752,956,13,6,1,747,957,73,22,1,747,952,69,20,1,751,951
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.01,5130369,19.978478,70.1757,8.7491,0.001499,KOI,13.849,1,0,4.281,3.314,1,5.9,11,4,3,114,692,15,6,3,119,692,75,22,3,116,697,71,20,3,115,697
3707.01,5130380,19.97885,70.1573,10.575,0.044569,KOI,16.299,1,0,4.281,3.314,1,5.9,11,4,3,114,691,15,6,3,120,690,75,22,3,117,696,71,20,3,116,696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.01,5130369,19.978478,70.1757,8.7491,0.001499,KOI,13.849,1,-2,3.688,2.552,1,5.9,11,4,3,114,692,15,6,3,119,692,75,22,3,116,697,71,20,3,115,697
005130380-pri,5130380,19.983,109.918408,11.0306,0.0211,KEB,16.299,1,2,3.688,2.537,1,5.9,11,4,3,114,691,15,6,3,120,690,75,22,3,117,696,71,20,3,116,696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707.01,5130380,19.97885,70.1573,10.575,0.044569,KOI,16.299,1,0,4.281,3.314,1,5.9,11,4,3,114,691,15,6,3,120,690,75,22,3,117,696,71,20,3,116,696
140.01,5130369,19.978478,70.1757,8.7491,0.001499,KOI,13.849,1,0,4.281,3.314,1,5.9,11,4,3,114,692,15,6,3,119,692,75,22,3,116,697,71,20,3,115,697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647.01,9661869,20.427142,68.8657,3.599,0.135701,KOI,16.677,1,-2,4.571,3.759,1,7.8,49,15,1,45,620,5,3,1,45,623,33,11,1,43,622,77,23,1,41,619
946.01,9661877,20.427241,109.7165,2.7027,0.001259,KOI,15.163,1,2,4.571,3.745,1,7.8,49,15,1,47,620,5,3,1,47,624,33,11,1,45,623,77,23,1,43,620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946.01,9661877,20.427241,109.7165,2.7027,0.001259,KOI,15.163,1,0,4.497,3.148,1,7.8,49,15,1,47,620,5,3,1,47,624,33,11,1,45,623,77,23,1,43,620
009661869-pri,9661869,20.4271,109.750124,2.8925,0.0957,KEB,16.677,1,0,4.497,3.148,1,7.8,49,15,1,45,620,5,3,1,45,623,33,11,1,43,622,77,23,1,41,619
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946.01,9661877,20.427241,109.7165,2.7027,0.001259,KOI,15.163,1,2,4.571,3.745,1,7.8,49,15,1,47,620,5,3,1,47,624,33,11,1,45,623,77,23,1,43,620
3647.01,9661869,20.427142,68.8657,3.599,0.135701,KOI,16.677,1,-2,4.571,3.759,1,7.8,49,15,1,45,620,5,3,1,45,623,33,11,1,43,622,77,23,1,41,619
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614.01,10514429,20.71855,76.3198,4.7662,0.000181,KOI,11.413,1,-2,4.113,3.255,1,2.1,75,22,3,381,706,71,20,3,380,706,11,4,3,379,701,15,6,3,385,701
263.01,10514430,20.71936,117.7334,4.2321,0.00015,KOI,10.821,1,2,4.113,3.236,1,2.1,75,22,3,382,707,71,20,3,380,706,11,4,3,379,701,15,6,3,385,701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.01,10514430,20.71936,117.7334,4.2321,0.00015,KOI,10.821,1,2,4.113,3.236,1,2.1,75,22,3,382,707,71,20,3,380,706,11,4,3,379,701,15,6,3,385,701
1614.01,10514429,20.71855,76.3198,4.7662,0.000181,KOI,11.413,1,-2,4.113,3.255,1,2.1,75,22,3,381,706,71,20,3,380,706,11,4,3,379,701,15,6,3,385,701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637.01,5193384,21.376978,80.258488,15,1.22472,KOI,19.065,1,0,4.007,3.017,1,8.2,5,3,1,143,828,33,11,1,141,827,77,23,1,140,824,49,15,1,143,824
005193386-pri,5193386,21.378294,80.203835,21.6006,0.2704,KEB,13.998,1,0,4.007,3.017,1,8.2,5,3,1,142,829,33,11,1,139,828,77,23,1,138,825,49,15,1,142,825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231.01,6462874,22.342931,88.0852,6.7474,0.003038,KOI,15.719,1,-1,4.51,4.406,1,7.3,10,4,2,187,1110,14,6,2,183,1110,73,22,1,183,1109,69,20,1,187,1107
006462863-pri,6462863,22.343076,110.428366,7.829,0.0062,KEB,12.205,1,1,4.51,4.61,1,7.3,10,4,2,186,1111,14,6,2,181,1111,73,22,1,181,1107,69,20,1,185,1106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231.01,6462874,22.342931,88.0852,6.7474,0.003038,KOI,15.719,1,1,4.662,3.943,1,7.3,10,4,2,187,1110,14,6,2,183,1110,73,22,1,183,1109,69,20,1,187,1107
94.01,6462863,22.343001,65.74047,6.6986,0.00549,KOI,12.205,1,-1,4.662,3.952,1,7.3,10,4,2,186,1111,14,6,2,181,1111,73,22,1,181,1107,69,20,1,185,1106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.01,6462863,22.343001,65.74047,6.6986,0.00549,KOI,12.205,1,-1,4.662,3.952,1,7.3,10,4,2,186,1111,14,6,2,181,1111,73,22,1,181,1107,69,20,1,185,1106
1231.01,6462874,22.342931,88.0852,6.7474,0.003038,KOI,15.719,1,1,4.662,3.943,1,7.3,10,4,2,187,1110,14,6,2,183,1110,73,22,1,183,1109,69,20,1,187,1107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639.01,10491544,22.771932,66.84262,10.37,0.029167,KOI,13.436,1,-2,4.458,3.107,1,4.4,52,15,4,348,991,8,3,4,346,994,36,11,4,351,995,80,23,4,352,991
010491554-sec,10491554,22.77212,112.34345,8.8538,0.1908,KEB,15.018,1,2,4.458,3.104,1,4.4,52,15,4,347,990,8,3,4,346,994,36,11,4,350,994,80,23,4,351,990
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791.01,4144231,22.913343,73.6493,3.229,0.005334,KOI,15.469,1,0,4.566,3.785,1,15.7,14,6,2,158,796,74,22,2,159,800,70,20,2,163,802,10,4,2,164,796
004144236-pri,4144236,22.913457,73.645777,3.4095,0.2375,KEB,11.856,1,0,4.566,3.785,1,15.7,14,6,2,160,793,74,22,2,160,797,70,20,2,165,798,10,4,2,165,793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870.01,8258160,23.6272,83.022,11.4,0.012092,KOI,16.375,1,-1,4.858,3.97,1,9.3,29,10,1,562,674,1,2,1,564,679,53,16,1,557,679,81,24,1,557,675
286.01,8258171,23.627228,106.6509,8.2496,0.000151,KOI,11.641,1,1,4.858,3.974,1,9.3,29,10,1,564,672,1,2,1,565,677,53,16,1,558,677,81,24,1,558,673
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286.01,8258171,23.627228,106.6509,8.2496,0.000151,KOI,11.641,1,1,4.858,3.974,1,9.3,29,10,1,564,672,1,2,1,565,677,53,16,1,558,677,81,24,1,558,673
3870.01,8258160,23.6272,83.022,11.4,0.012092,KOI,16.375,1,-1,4.858,3.97,1,9.3,29,10,1,562,674,1,2,1,564,679,53,16,1,557,679,81,24,1,557,675
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300.01,7889486,24.23839,69.6162,3.24,0.000607,KOI,15.752,1,0,4.524,4.334,1,106.6,43,13,3,983,215,44,13,4,188,1012,41,13,1,979,217,42,13,2,184,1010
007821010-pri,7821010,24.238243,69.615845,3.4321,0.422,KEB,10.816,1,0,4.524,4.334,1,106.6,43,13,3,997,192,44,13,4,165,1026,41,13,1,993,195,42,13,2,161,1024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300.02,7889486,24.24114,88.033,5.2,0.000367,KOI,15.752,1,0,3.847,2.889,1,106.6,43,13,3,983,215,44,13,4,188,1012,41,13,1,979,217,42,13,2,184,1010
007821010-sec,7821010,24.238243,88.126591,12.9141,0.3466,KEB,10.816,1,0,3.847,2.889,1,106.6,43,13,3,997,192,44,13,4,165,1026,41,13,1,993,195,42,13,2,161,1024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727.01,4861527,25.70558,89.6662,5.967,0.000295,KOI,13.859,1,0,4.31,3.325,1,22.2,12,4,4,180,649,16,6,4,185,650,76,22,4,183,644,72,20,4,181,645
004773155-pri,4773155,25.706,89.643457,9.7477,0.4014,KEB,13.592,1,0,4.31,3.325,1,22.2,12,4,4,175,647,16,6,4,180,648,76,22,4,178,642,72,20,4,176,643
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761.01,3859151,25.95009,87.986,11.7,0.000158,KOI,14.876,1,0,3.918,2.847,1,152.7,8,3,4,924,254,36,11,4,929,254,80,23,4,929,251,52,15,4,926,250
995.01,3858949,25.95241,87.8713,7.5878,0.000753,KOI,14.576,1,0,3.918,2.847,1,152.7,8,3,4,930,216,36,11,4,935,216,80,23,4,935,213,52,15,4,932,212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761.01,3859151,25.95009,87.986,11.7,0.000158,KOI,14.876,1,1,3.973,2.868,1,194.1,8,3,4,924,254,36,11,4,929,254,80,23,4,929,251,52,15,4,926,250
003858884-pri,3858884,25.951931,61.928697,12.8929,0.3731,KEB,9.277,1,-1,3.973,2.873,1,194.1,8,3,4,935,206,36,11,4,940,207,80,23,4,940,203,52,15,4,937,203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
